,publication_date,keyword_1,keyword_2,keyword_3
1274,2020-06-08T19:48:12+0000,Refinery29 Inc,"Barberich, Christene",Discrimination
1275,2020-06-07T00:10:09+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings",Black Lives Matter Movement
1276,2020-06-08T16:53:13+0000,George Floyd Protests (2020),Black Lives Matter Movement,Civil Rights Movement (1954-68)
1277,2020-06-08T15:45:20+0000,Art,Coronavirus Reopenings,Coronavirus (2019-nCoV)
1278,2020-06-08T23:15:31+0000,Baseball,Coronavirus Reopenings,Collective Bargaining
1279,2020-06-07T09:10:06+0000,George Floyd Protests (2020),Black Lives Matter Movement,Black People
1280,2020-06-08T04:26:09+0000,"Demonstrations, Protests and Riots",Brooklyn (NYC),Manhattan (NYC)
1281,2020-06-09T14:00:10+0000,Classical Music,"Ma, Yo-Yo",Cellos
1282,2020-06-09T09:00:20+0000,ARKANSAS,Books and Literature,Writing and Writers
1283,2020-06-09T01:43:34+0000,Colleges and Universities,"Police Brutality, Misconduct and Shootings",Suits and Litigation (Civil)
1284,2020-06-07T16:00:11+0000,Strategic Arms Reduction Treaty,Child Care,Hong Kong
1285,2020-06-07T06:00:09+0000,Great Britain,Vaccination and Immunization,Coronavirus (2019-nCoV)
1286,2020-06-08T16:42:57+0000,Pop and Rock Music,Rap and Hip-Hop,Lady Gaga
1287,2020-06-08T20:42:32+0000,Books and Literature,One Last Lunch: A Final Meal with Those Who Meant So Much to Us (Book),"Heller, Erica"
1288,2020-06-09T01:43:34+0000,Colleges and Universities,"Police Brutality, Misconduct and Shootings",Suits and Litigation (Civil)
1289,2020-06-09T14:00:10+0000,Classical Music,"Ma, Yo-Yo",Cellos
1290,2020-06-08T09:00:10+0000,Coronavirus (2019-nCoV),Social Media,Seal
1291,2020-06-08T09:00:19+0000,National Collection of Type Cultures,Bacteria,Collectors and Collections
1292,2020-06-08T22:52:00+0000,Royal Families,Prostitution,Human Trafficking
1293,2020-06-07T00:10:09+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings",Black Lives Matter Movement
1294,2020-06-08T04:26:09+0000,"Demonstrations, Protests and Riots",Brooklyn (NYC),Manhattan (NYC)
1295,2020-06-08T18:03:30+0000,Computers and the Internet,Frauds and Swindling,Credit Cards
1296,2020-06-09T21:08:21+0000,Poetry and Poets,Books and Literature,Black People
1297,2020-06-09T13:00:42+0000,Real Estate and Housing (Residential),Books and Literature,Historic Buildings and Sites
1298,2020-06-08T09:00:13+0000,Renting and Leasing (Real Estate),Real Estate and Housing (Residential),Roommates
1299,2020-06-07T21:56:13+0000,"Trump, Ivanka",Wichita State University,Commencement Speeches
1300,2020-06-08T07:00:22+0000,E-Sports,Casinos,Computer and Video Games
1301,2020-06-08T16:42:57+0000,Pop and Rock Music,Rap and Hip-Hop,Lady Gaga
1302,2020-06-09T21:30:04+0000,"Floyd, George (d 2020)",Funerals and Memorials,Black Lives Matter Movement
1303,2020-06-08T16:53:13+0000,George Floyd Protests (2020),Black Lives Matter Movement,Civil Rights Movement (1954-68)
1304,2020-06-09T22:57:15+0000,"Guzman, Julio (1955-2020)",Deaths (Obituaries),Coronavirus (2019-nCoV)
1305,2020-06-07T09:00:29+0000,Books and Literature,"Dickens, Charles",Funerals and Memorials
1306,2020-06-07T18:40:11+0000,George Floyd Protests (2020),Budgets and Budgeting,"de Blasio, Bill"
1307,2020-06-09T09:00:07+0000,Books and Literature,India,All the Way to the Tigers: A Memoir (Book)
1308,2020-06-09T23:15:00+0000,Tests (Medical),Coronavirus (2019-nCoV),Antibodies
1309,2020-06-09T09:00:16+0000,Coronavirus (2019-nCoV),Families and Family Life,Children and Childhood
1310,2020-06-07T23:02:58+0000,George Floyd Protests (2020),"Demonstrations, Protests and Riots",Black Lives Matter Movement
1311,2020-06-09T22:09:44+0000,your-feed-science,George Floyd Protests (2020),Black Lives Matter Movement
1312,2020-06-08T19:27:54+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings",Black Lives Matter Movement
1313,2020-06-07T10:07:10+0000,China,Wildlife Trade and Poaching,Coronavirus (2019-nCoV)
1314,2020-06-09T20:57:37+0000,Presidential Election of 2020,Primaries and Caucuses,Elections
1315,2020-06-07T09:00:13+0000,Coronavirus Reopenings,Coronavirus (2019-nCoV),Building (Construction)
1316,2020-06-07T23:57:49+0000,Hurricanes and Tropical Storms,Floods,Louisiana
1317,2020-06-09T09:00:07+0000,"Trump, Donald J","Biden, Joseph R Jr",Presidential Election of 2020
1318,2020-06-09T11:05:08+0000,Police,George Floyd Protests (2020),"Biden, Joseph R Jr"
1319,2020-06-09T00:26:37+0000,"Trump, Donald J",George Floyd Protests (2020),"Biden, Joseph R Jr"
1320,2020-06-09T20:01:37+0000,Facebook Inc,Online Advertising,Social Media
1321,2020-06-08T15:17:06+0000,Global Warming,Environment,Oceans and Seas
1322,2020-06-07T11:41:30+0000,Coronavirus (2019-nCoV),Politics and Government,Propaganda
1323,2020-06-09T11:12:56+0000,United States Economy,Coronavirus (2019-nCoV),Recession and Depression
1324,2020-06-07T07:00:14+0000,Iran,Women's Rights,Women and Girls
1325,2020-06-08T11:30:33+0000,George Floyd Protests (2020),Labor and Jobs,Layoffs and Job Reductions
1326,2020-06-09T20:47:03+0000,Television,Warner Brothers,The Flash (TV Program)
1327,2020-06-08T22:30:09+0000,Labor and Jobs,United States Economy,Unemployment
1328,2020-06-09T20:43:03+0000,Funerals and Memorials,Texas,"Green, Alexander N (1947- )"
1329,2020-06-07T21:27:23+0000,Newspapers,Race and Ethnicity,Education (K-12)
1330,2020-06-08T15:17:06+0000,Global Warming,Environment,Oceans and Seas
1331,2020-06-09T20:43:03+0000,Funerals and Memorials,Texas,"Green, Alexander N (1947- )"
1332,2020-06-09T23:14:30+0000,Soccer,United States Soccer Federation,United States National Anthem Protests (2016- )
1333,2020-06-08T09:00:14+0000,Social Media,Noise,Renting and Leasing (Real Estate)
1334,2020-06-09T11:12:56+0000,United States Economy,Coronavirus (2019-nCoV),Recession and Depression
1335,2020-06-08T09:00:12+0000,Teeth and Dentistry,Coronavirus (2019-nCoV),Implants
1336,2020-06-08T19:04:09+0000,Religion-State Relations,Private and Sectarian Schools,Small Business
1337,2020-06-08T11:30:33+0000,George Floyd Protests (2020),Labor and Jobs,Layoffs and Job Reductions
1338,2020-06-09T09:00:24+0000,Coronavirus (2019-nCoV),Tests (Medical),Nursing Homes
1339,2020-06-07T09:00:05+0000,Sex,E-Commerce,Shopping and Retail
1340,2020-06-08T10:00:14+0000,George Floyd Protests (2020),"Demonstrations, Protests and Riots","Police Brutality, Misconduct and Shootings"
1341,2020-06-09T16:35:15+0000,Museums,George Floyd Protests (2020),Art
1342,2020-06-09T15:55:21+0000,Cooking and Cookbooks,Restaurants,Quarantine (Life and Culture)
1343,2020-06-09T18:28:14+0000,Coronavirus (2019-nCoV),Smoking and Tobacco,Nursing Homes
1344,2020-06-07T21:27:23+0000,Newspapers,Race and Ethnicity,Education (K-12)
1345,2020-06-08T15:17:06+0000,Global Warming,Environment,Oceans and Seas
1346,2020-06-08T18:03:09+0000,Shutdowns (Institutional),Banking and Financial Institutions,Bathrooms and Toilets
1347,2020-06-08T21:12:13+0000,Football,Coronavirus (2019-nCoV),Coronavirus Reopenings
1348,2020-06-09T14:00:10+0000,Artificial Intelligence,China,Foreign Students (in US)
1349,2020-06-08T02:11:49+0000,George Floyd Protests (2020),Black Lives Matter Movement,"Demonstrations, Protests and Riots"
1350,2020-06-07T21:17:44+0000,"Barr, William P",George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings"
1351,2020-06-09T09:00:20+0000,Muslim Americans,Discrimination,Muslims and Islam
1352,2020-06-09T13:00:11+0000,Shopping and Retail,Real Estate (Commercial),Coronavirus (2019-nCoV)
1353,2020-06-09T09:00:16+0000,Black Lives Matter Movement,Social Media,George Floyd Protests (2020)
1354,2020-06-09T14:58:10+0000,Cooking and Cookbooks,Children and Childhood,Food
1355,2020-06-08T20:36:32+0000,"Bennet, James","Cotton, Tom",New York Times
1356,2020-06-09T19:07:44+0000,The Margot Affair: A Novel (Book),Books and Literature,"Lemoine, Sanae"
1357,2020-06-09T23:59:47+0000,Science and Technology,Research,Hydroxychloroquine (Drug)
1358,2020-06-09T12:05:58+0000,Books and Literature,Poetry and Poets,Island of the Innocent: A Consideration of the Book of Job (Book)
1359,2020-06-09T19:18:54+0000,Humanitarian Aid,Coronavirus (2019-nCoV),Ventilators (Medical)
1360,2020-06-09T13:00:11+0000,Shopping and Retail,Real Estate (Commercial),Coronavirus (2019-nCoV)
1361,2020-06-09T00:00:33+0000,"Demonstrations, Protests and Riots",Bristol (England),Monuments and Memorials (Structures)
1362,2020-06-09T14:58:10+0000,Cooking and Cookbooks,Children and Childhood,Food
1363,2020-06-09T14:17:05+0000,AMAZON.COM INC,Workplace Hazards and Violations,Coronavirus Reopenings
1364,2020-06-09T09:00:16+0000,Black Lives Matter Movement,Social Media,George Floyd Protests (2020)
1365,2020-06-09T09:00:07+0000,Global Warming,Miami (Fla),Disposable City: Miami's Future on the Shores of Climate Catastrophe (Book)
1366,2020-06-08T09:00:17+0000,Computers and the Internet,Coronavirus (2019-nCoV),Volunteers and Community Service
1367,2020-06-08T22:26:01+0000,"Glassman, Greg",CrossFit Inc,Exercise
1368,2020-06-08T09:27:32+0000,New York City,George Floyd Protests (2020),"Cuomo, Andrew M"
1369,2020-06-07T17:38:27+0000,E-Learning,Vocational Training,Computers and the Internet
1370,2020-06-09T07:00:11+0000,Georgia,Presidential Election of 2020,Primaries and Caucuses
1371,2020-06-09T09:00:17+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings",Coronavirus (2019-nCoV)
1372,2020-06-08T21:40:54+0000,Comedy and Humor,Black People,"Police Brutality, Misconduct and Shootings"
1373,2020-06-08T09:00:13+0000,George Floyd Protests (2020),Black Lives Matter Movement,"Police Brutality, Misconduct and Shootings"
1374,2020-06-09T08:50:03+0000,Hate Crimes,"Arbery, Ahmaud (1994-2020)",Georgia
1375,2020-06-09T09:00:08+0000,"Arbery, Ahmaud (1994-2020)",Black People,Hate Crimes
1376,2020-06-09T19:03:48+0000,"Gugino, Martin (1944- )",George Floyd Protests (2020),Antifa Movement (US)
1377,2020-06-08T22:26:01+0000,"Glassman, Greg",CrossFit Inc,Exercise
1378,2020-06-09T09:00:17+0000,George Floyd Protests (2020),"Police Brutality, Misconduct and Shootings",Coronavirus (2019-nCoV)
1379,2020-06-08T09:00:17+0000,Computers and the Internet,Coronavirus (2019-nCoV),Volunteers and Community Service
1380,2020-06-08T20:37:39+0000,Law and Legislation,"Police Brutality, Misconduct and Shootings",George Floyd Protests (2020)
1381,2020-06-09T21:47:38+0000,Smells and Odors,Perfumes and Fragrances,Astier de Villatte
1382,2020-06-09T23:45:46+0000,George Floyd Protests (2020),Political Advertising,Presidential Election of 2020
1383,2020-06-07T22:46:12+0000,Gymnastics,Deaths (Obituaries),"Thomas, Kurt B (1956-2020)"
1384,2020-06-07T18:49:57+0000,Theater,Coronavirus Reopenings,Love Letters (Play)
1385,2020-06-07T09:00:11+0000,Hospitals,Coronavirus (2019-nCoV),Baja California (Mexico)
1386,2020-06-08T09:00:10+0000,Books and Literature,A Burning (Book),"Majumdar, Megha"
1387,2020-06-09T19:00:09+0000,Coronavirus (2019-nCoV),Rural Areas,Hygiene and Cleanliness
1388,2020-06-09T02:30:22+0000,"Demonstrations, Protests and Riots",George Floyd Protests (2020),Photography
1389,2020-06-09T20:37:43+0000,Conde Nast Publications Inc,Food,Cooking and Cookbooks
1390,2020-06-09T11:00:11+0000,Cyberattacks and Hackers,Oil (Petroleum) and Gasoline,Phishing (Computer Fraud)
1391,2020-06-07T16:09:45+0000,Transgender and Transsexuals,"Rowling, J K",Discrimination
1392,2020-06-09T09:00:14+0000,Coronavirus (2019-nCoV),Telemedicine,Coronavirus Reopenings
1393,2020-06-09T16:10:06+0000,Art,Quarantine (Life and Culture),Hamptons (NY)
1394,2020-06-08T11:46:44+0000,Fashion and Apparel,Chanel SA,"Viard, Virginie"
1395,2020-06-08T23:27:46+0000,Law and Legislation,United States Politics and Government,Land Use Policies
1396,2020-06-08T11:00:26+0000,George Floyd Protests (2020),Black People,Black Lives Matter Movement
1397,2020-06-09T17:49:27+0000,AIRLINES AND AIRPLANES,Politics and Government,Labor and Jobs
1398,2020-06-09T19:06:31+0000,Love (Emotion),Modern Love (Times Column),Dating and Relationships
1399,2020-06-09T19:11:23+0000,Bisphosphonates (Drugs),Pneumonia,Bone Fractures
1400,2020-06-08T23:27:46+0000,Law and Legislation,United States Politics and Government,Land Use Policies
1401,2020-06-09T00:44:52+0000,"Police Brutality, Misconduct and Shootings",George Floyd Protests (2020),Police
1402,2020-06-09T09:00:27+0000,"Snyder, Todd (1967- )",Fashion and Apparel,Sewing
1403,2020-06-07T18:24:45+0000,George Floyd Protests (2020),Somali-Americans,"Police Brutality, Misconduct and Shootings"
1404,2020-06-08T07:00:12+0000,"Wambach, Abby","Durant, Kevin",Athletes Unlimited
1405,2020-06-08T16:13:27+0000,Books and Literature,Poetry and Poets,"Howe, Susan (1937- )"
1406,2020-06-08T22:55:01+0000,Twitter,Communist Party of China,Politics and Government
1407,2020-06-09T13:00:36+0000,Real Estate and Housing (Residential),Books and Literature,Historic Buildings and Sites
1408,2020-06-09T22:08:43+0000,"Gleason, Mary Pat",Deaths (Obituaries),ACTORS AND ACTRESSES
1409,2020-06-07T15:00:07+0000,Rap and Hip-Hop,"Juwan, Naeem",Startisha (Album)
1410,2020-06-08T17:50:58+0000,Theater,"Joseph, Stephen, Theater (Scarborough, England)","Ayckbourn, Alan"
1411,2020-06-07T22:50:38+0000,Bolivia,Elections,"Morales, Evo"
1412,2020-06-08T20:39:39+0000,Coronavirus (2019-nCoV),Hospitals,Doctors
1413,2020-06-08T22:04:50+0000,AIRLINES AND AIRPLANES,Travel and Vacations,Coronavirus (2019-nCoV)
1414,2020-06-08T00:08:23+0000,George Floyd Protests (2020),United States Politics and Government,Polls and Public Opinion
1415,2020-06-08T12:46:39+0000,Coronavirus (2019-nCoV),Politics and Government,Quarantines
1416,2020-06-08T19:00:09+0000,Coronavirus (2019-nCoV),Elder Care,Nursing Homes
1417,2020-06-09T01:46:44+0000,Children and Childhood,Child Abuse and Neglect,Guardian Council (Iran)
1418,2020-06-08T23:27:46+0000,Law and Legislation,United States Politics and Government,Land Use Policies
1419,2020-06-09T11:00:04+0000,Documentary Films and Programs,"Zaree, Maryam",Born in Evin (Movie)
1420,2020-06-09T09:00:08+0000,Documentary Films and Programs,"McHale, Jeffrey","Verhoeven, Paul"
1421,2020-06-08T20:28:15+0000,Coronavirus (2019-nCoV),Philadelphia (Pa),Hospitals
1422,2020-06-07T22:13:24+0000,George Floyd Protests (2020),News and News Media,"Police Brutality, Misconduct and Shootings"
1423,2020-06-09T00:05:07+0000,Books and Literature,Writing and Writers,Race and Ethnicity
1424,2020-06-09T09:00:25+0000,Exercise,Weight Lifting,E-Commerce
1425,2020-06-09T21:13:53+0000,Coronavirus (2019-nCoV),Quarantines,Coronavirus Reopenings
1426,2020-06-09T22:08:43+0000,"Gleason, Mary Pat",Deaths (Obituaries),ACTORS AND ACTRESSES
1427,2020-06-07T22:36:10+0000,George Floyd Protests (2020),"Demonstrations, Protests and Riots",Race and Ethnicity
1428,2020-06-08T00:08:23+0000,George Floyd Protests (2020),United States Politics and Government,Polls and Public Opinion
1429,2020-06-08T12:46:39+0000,Coronavirus (2019-nCoV),Politics and Government,Quarantines
1430,2020-06-08T20:39:39+0000,Coronavirus (2019-nCoV),Hospitals,Doctors
1431,2020-06-07T23:28:58+0000,George Floyd Protests (2020),United States Defense and Military Forces,United States Politics and Government
1432,2020-06-08T11:00:26+0000,George Floyd Protests (2020),Black People,Black Lives Matter Movement
1433,2020-06-07T04:46:23+0000,George Floyd Protests (2020),Politics and Government,"Frey, Jacob (1981- )"
1434,2020-06-09T19:06:31+0000,Love (Emotion),Modern Love (Times Column),Dating and Relationships
1435,2020-06-09T09:00:12+0000,National Debt (US),Federal Budget (US),Federal Taxes (US)
1436,2020-06-09T18:10:56+0000,George Floyd Protests (2020),Dancing,Black Lives Matter Movement
1437,2020-06-09T09:00:21+0000,Coronavirus (2019-nCoV),France,Germany
1438,2020-06-08T22:55:01+0000,Twitter,Communist Party of China,Politics and Government
1439,2020-06-09T01:46:44+0000,Children and Childhood,Child Abuse and Neglect,Guardian Council (Iran)
1440,2020-06-09T19:06:31+0000,Love (Emotion),Modern Love (Times Column),Dating and Relationships
1441,2020-06-09T22:42:19+0000,Deaths (Obituaries),Pop and Rock Music,"Pointer, Bonnie"
1442,2020-06-09T09:00:12+0000,National Debt (US),Federal Budget (US),Federal Taxes (US)
1443,2020-06-09T18:10:56+0000,George Floyd Protests (2020),Dancing,Black Lives Matter Movement
1444,2020-06-09T09:00:10+0000,Pizza Girl: A Novel (Book),Books and Literature,"Frazier, Jean Kyoung"
1445,2020-06-09T02:23:44+0000,North Korea,South Korea,International Relations
1446,2020-06-08T19:29:34+0000,"Biden, Joseph R Jr",Political Advertising,Presidential Election of 2020
1447,2020-06-09T09:24:42+0000,New York City,Coronavirus Reopenings,George Floyd Protests (2020)
1448,2020-06-09T16:11:27+0000,Black People,Juneteenth,Cooking and Cookbooks
1449,2020-06-08T16:07:57+0000,New York City,Coronavirus Reopenings,Coronavirus (2019-nCoV)
1450,2020-06-08T18:56:59+0000,United States Economy,Recession and Depression,Economic Conditions and Trends
1451,2020-06-09T06:59:12+0000,ICARUS (International Cooperation for Animal Research Using Space)),Sensors,Animal Migration
1452,2020-06-09T17:20:21+0000,Automobile Racing,"Wallace, Darrell Jr",George Floyd Protests (2020)
1453,2020-06-09T04:38:11+0000,"Demonstrations, Protests and Riots",Hong Kong Protests (2019),Politics and Government
1454,2020-06-07T22:00:11+0000,Budgets and Budgeting,Politics and Government,Local Government
1455,2020-06-09T01:48:49+0000,"Demonstrations, Protests and Riots",United States Politics and Government,"Barr, William P"
1456,2020-06-09T13:12:10+0000,"Elections, House of Representatives",Presidential Election of 2020,"Elections, Senate"
1457,2020-06-09T17:33:03+0000,Voting and Voters,Elections,Atlanta (Ga)
1458,2020-06-09T09:00:13+0000,United States International Relations,Telephones and Telecommunications,China Mobile Ltd
1459,2020-06-09T04:29:43+0000,George Floyd Protests (2020),Black Lives Matter Movement,Intellectual Disabilities
1460,2020-06-09T15:49:37+0000,Politics and Government,"Nkurunziza, Pierre",AFRICA
1461,2020-06-09T19:05:21+0000,Real Estate and Housing (Residential),Real Estate (Commercial),"Astoria (Queens, NY)"
1462,2020-06-09T14:53:26+0000,Golf,Ladies Professional Golf Assn,France
1463,2020-06-09T19:30:39+0000,United States Politics and Government,Antifa Movement (US),News and News Media
1464,2020-06-10T17:20:11+0000,"Gugino, Martin (1944- )","Trump, Donald J",Twitter
1465,2020-06-11T15:18:47+0000,Oklahoma City (Okla),George Floyd Protests (2020),Black Lives Matter Movement
1466,2020-06-10T23:21:42+0000,George Floyd Protests (2020),Black Lives Matter Movement,"Police Brutality, Misconduct and Shootings"
1467,2020-06-10T04:31:35+0000,Theater,"Gooding, Celia Rose","Harris, Jeremy O"
1468,2020-06-11T17:30:23+0000,Snap Inc,Social Media,Web-Original Programming
1469,2020-06-09T06:10:17+0000,"Fallon, Jimmy","Goodell, Roger","Kaepernick, Colin"
1470,2020-06-11T19:24:00+0000,"Video Recordings, Downloads and Streaming",Deaths (Fatalities),New York Times
1471,2020-06-11T06:40:31+0000,"Colbert, Stephen","Fallon, Jimmy","Kimmel, Jimmy"
1472,2020-06-11T13:00:32+0000,Real Estate and Housing (Residential),"Kips Bay (Manhattan, NY)","Greenpoint (Brooklyn, NY)"
1473,2020-06-09T21:39:22+0000,Russia,ARCTIC REGIONS,Norilsk (Russia)
1474,2020-06-09T09:00:16+0000,Child Abuse and Neglect,Children and Childhood,Child Custody and Support
1475,2020-06-11T04:00:10+0000,Fashion and Apparel,Men's Fashion Week,London Fashion Week
1476,2020-06-10T17:20:11+0000,"Gugino, Martin (1944- )","Trump, Donald J",Twitter
1477,2020-06-10T11:49:25+0000,Black Lives Matter Movement,Soccer,George Floyd Protests (2020)
1478,2020-06-10T17:37:33+0000,Grammy Awards,Music,Black People
1479,2020-06-10T14:49:30+0000,Music,Bats,"Hyatt, Stuart (Field Works)"
1480,2020-06-09T09:00:24+0000,New York State,"Elections, House of Representatives","Diaz, Ruben Sr"
1481,2020-06-09T21:45:55+0000,Automobile Racing,Coronavirus (2019-nCoV),Coronavirus Reopenings
1482,2020-06-10T22:54:19+0000,George Floyd Protests (2020),Black People,Fences and Property Barriers
1483,2020-06-11T11:04:30+0000,"Floyd, Philonise",George Floyd Protests (2020),House of Representatives
1484,2020-06-10T01:26:42+0000,"Glassman, Greg",CrossFit Inc,George Floyd Protests (2020)
1485,2020-06-11T04:02:02+0000,George Floyd Protests (2020),"Durkan, Jenny A","Inslee, Jay"
1486,2020-06-11T09:00:41+0000,Police Reform,George Floyd Protests (2020),Black Lives Matter Movement
1487,2020-06-11T09:00:20+0000,Small Business,Coronavirus (2019-nCoV),Small Business Administration
1488,2020-06-09T13:12:10+0000,"Elections, House of Representatives",Presidential Election of 2020,"Elections, Senate"
1489,2020-06-09T17:33:03+0000,Voting and Voters,Elections,Atlanta (Ga)
1490,2020-06-09T21:39:22+0000,Russia,ARCTIC REGIONS,Norilsk (Russia)
1491,2020-06-09T17:40:02+0000,Movies,Homosexuality and Bisexuality,Transgender and Transsexuals
1492,2020-06-09T09:00:24+0000,New York State,"Elections, House of Representatives","Diaz, Ruben Sr"
1493,2020-06-09T09:00:16+0000,Child Abuse and Neglect,Children and Childhood,Child Custody and Support
1494,2020-06-11T09:00:08+0000,Books and Literature,Race and Ethnicity,Discrimination
1495,2020-06-11T09:00:20+0000,Bars and Nightclubs,"Coronavirus Aid, Relief, and Economic Security Act (2020)",Oakland (Calif)
1496,2020-06-10T23:45:20+0000,Art,George Floyd Protests (2020),"Lafayette Square (Washington, DC)"
1497,2020-06-11T09:00:40+0000,ADMISSIONS STANDARDS,Education (K-12),Segregation and Desegregation
1498,2020-06-10T21:17:50+0000,Homosexuality and Bisexuality,ACT UP,"Stonewall Inn (Manhattan, NY, Bar)"
1499,2020-06-11T11:55:32+0000,United States Open (Tennis),Tennis,United States Tennis Assn
1500,2020-06-10T09:00:20+0000,Coronavirus (2019-nCoV),Photography,Freedom of the Press
1501,2020-06-10T22:00:05+0000,Tennis,Sports Injuries,"Federer, Roger"
1502,2020-06-09T09:00:24+0000,New York State,"Elections, House of Representatives","Diaz, Ruben Sr"
1503,2020-06-09T17:40:02+0000,Movies,Homosexuality and Bisexuality,Transgender and Transsexuals
1504,2020-06-11T11:04:30+0000,"Floyd, Philonise",George Floyd Protests (2020),House of Representatives
1505,2020-06-10T22:54:19+0000,George Floyd Protests (2020),Black People,Fences and Property Barriers
1506,2020-06-11T04:00:10+0000,Fashion and Apparel,Men's Fashion Week,London Fashion Week
1507,2020-06-11T23:43:53+0000,"Trump, Donald J",George Floyd Protests (2020),Black Lives Matter Movement
1508,2020-06-11T19:50:09+0000,Presidential Election of 2020,"Biden, Joseph R Jr",Philadelphia (Pa)
1509,2020-06-09T21:45:55+0000,Automobile Racing,Coronavirus (2019-nCoV),Coronavirus Reopenings
1510,2020-06-10T17:25:57+0000,Delivery Services,Restaurants,Mobile Applications
1511,2020-06-11T19:16:33+0000,Social Media,Mobile Applications,Appointments and Executive Changes
1512,2020-06-10T16:22:37+0000,Art,"LaGuardia Airport (Queens, NY)",Sculpture
1513,2020-06-11T17:47:05+0000,Dancing,Music,Theater
1514,2020-06-09T13:49:26+0000,Assaults,"D'Andraia, Vincent","Zayer, Dounya"
1515,2020-06-10T12:33:40+0000,Grandparents,Children and Childhood,Parenting
1516,2020-06-10T19:31:18+0000,Day Care Centers,Coronavirus (2019-nCoV),Parenting
1517,2020-06-10T11:07:28+0000,Indonesia,Birth Control and Family Planning,Coronavirus (2019-nCoV)
1518,2020-06-11T10:00:15+0000,Automobiles,Los Angeles Auto Show,New York International Auto Show
1519,2020-06-10T10:00:09+0000,Real Estate and Housing (Residential),"Porches, Patios and Decks",Quarantine (Life and Culture)
1520,2020-06-11T09:00:16+0000,Teenagers and Adolescence,Anxiety and Stress,Text Messaging
1521,2020-06-11T09:00:10+0000,Workplace Hazards and Violations,Coronavirus (2019-nCoV),George Floyd Protests (2020)
1522,2020-06-09T13:49:26+0000,Assaults,"D'Andraia, Vincent","Zayer, Dounya"
1523,2020-06-10T12:33:40+0000,Grandparents,Children and Childhood,Parenting
1524,2020-06-09T18:15:05+0000,Personal Finances,Income Inequality,Race and Ethnicity
1525,2020-06-10T02:32:52+0000,Coronavirus (2019-nCoV),Coronavirus Reopenings,Telecommuting
1526,2020-06-10T22:39:29+0000,Movies,"Lee, Spike",Da 5 Bloods (Movie)
1527,2020-06-09T09:00:26+0000,Real Estate and Housing (Residential),Home Repairs and Improvements,Restoration and Renovation
1528,2020-06-11T09:00:08+0000,Books and Literature,Race and Ethnicity,Discrimination
1529,2020-06-11T08:20:02+0000,United States Economy,Coronavirus (2019-nCoV),Stocks and Bonds
1530,2020-06-11T11:14:38+0000,"Jackson, Stephen","Floyd, George (d 2020)",Black Lives Matter Movement
1531,2020-06-11T17:10:54+0000,United States Defense and Military Forces,"Names, Geographical",Military Bases and Installations
1532,2020-06-11T09:00:43+0000,Coronavirus (2019-nCoV),Quarantines,Curfews
1533,2020-06-10T02:32:52+0000,Coronavirus (2019-nCoV),Coronavirus Reopenings,Telecommuting
1534,2020-06-10T09:00:26+0000,Computers and the Internet,Workplace Environment,Coronavirus (2019-nCoV)
1535,2020-06-10T18:24:05+0000,United States Politics and Government,Books and Literature,How Fascism Works: The Politics of Us and Them (Book)
1536,2020-06-11T15:07:18+0000,International Criminal Court,United States International Relations,"War Crimes, Genocide and Crimes Against Humanity"
1537,2020-06-11T09:00:18+0000,Golf,Coronavirus Reopenings,PGA Tour Inc
1538,2020-06-11T16:13:35+0000,Art,Black People,Museums
1539,2020-06-10T09:00:26+0000,Computers and the Internet,Workplace Environment,Coronavirus (2019-nCoV)
1540,2020-06-10T18:24:05+0000,United States Politics and Government,Books and Literature,How Fascism Works: The Politics of Us and Them (Book)
1541,2020-06-11T11:38:15+0000,Zoom Video Communications,China,Censorship
1542,2020-06-10T00:03:40+0000,Washington (DC),Federal-State Relations (US),United States Politics and Government
1543,2020-06-10T01:26:42+0000,"Glassman, Greg",CrossFit Inc,George Floyd Protests (2020)
1544,2020-06-10T18:45:39+0000,Coronavirus (2019-nCoV),Economic Conditions and Trends,Coronavirus Reopenings
1545,2020-06-11T09:00:20+0000,Small Business,Coronavirus (2019-nCoV),Small Business Administration
1546,2020-06-11T09:00:41+0000,Police Reform,George Floyd Protests (2020),Black Lives Matter Movement
1547,2020-06-09T01:51:29+0000,Meatpacking Plants and Slaughterhouses,Coronavirus (2019-nCoV),Pork
1548,2020-06-11T16:13:35+0000,Art,Black People,Museums
1549,2020-06-10T18:45:39+0000,Coronavirus (2019-nCoV),Economic Conditions and Trends,Coronavirus Reopenings
1550,2020-06-10T11:09:00+0000,Georgia,Voting and Voters,Voting Machines
1551,2020-06-09T09:00:21+0000,Presidential Election of 2020,United States Politics and Government,Voting and Voters
1552,2020-06-09T23:09:31+0000,Coronavirus (2019-nCoV),Hospitals,Ventilators (Medical)
1553,2020-06-09T18:20:22+0000,India,Coronavirus Reopenings,Labor and Jobs
1554,2020-06-09T09:00:08+0000,Books and Literature,Lynching,Native Americans
1555,2020-06-09T10:00:09+0000,Theater,Race and Ethnicity,Black Lives Matter Movement
