,publication_date,keyword_1,keyword_2,keyword_3
2897,2020-03-17T17:34:37+0000,Cruises,Travel and Vacations,Coronavirus (2019-nCoV)
2898,2020-03-17T21:00:12+0000,Presidential Election of 2020,Primaries and Caucuses,Democratic Party
2899,2020-03-17T20:28:12+0000,Elections,Presidential Election of 2020,Primaries and Caucuses
2900,2020-03-17T09:00:24+0000,Presidential Election of 2020,United States Politics and Government,Coronavirus (2019-nCoV)
2901,2020-03-16T09:00:10+0000,Immigration and Emigration,Philosophy,Ireland
2902,2020-03-16T22:28:39+0000,Theater,Coronavirus (2019-nCoV),Politics and Government
2903,2020-03-15T00:11:03+0000,Coronavirus (2019-nCoV),Hospitals,Surgery and Surgeons
2904,2020-03-16T23:40:30+0000,Global Warming,Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC),Coronavirus (2019-nCoV)
2905,2020-03-16T11:30:16+0000,Banking and Financial Institutions,Coronavirus (2019-nCoV),Paid Time Off
2906,2020-03-15T22:46:49+0000,Drownings,Hudson River,"Flores, Manny"
2907,2020-03-15T15:42:59+0000,Coronavirus (2019-nCoV),Shutdowns (Institutional),Quarantines
2908,2020-03-15T22:22:17+0000,Tuition,"Biden, Joseph R Jr","Sanders, Bernard"
2909,2020-03-15T17:10:55+0000,Income Inequality,Coronavirus (2019-nCoV),Paid Time Off
2910,2020-03-16T22:24:06+0000,United States Economy,Banking and Financial Institutions,Stocks and Bonds
2911,2020-03-16T23:53:19+0000,United States Politics and Government,Quarantines,United States Economy
2912,2020-03-16T22:39:29+0000,Baseball,Coronavirus (2019-nCoV),"Hockey, Ice"
2913,2020-03-16T00:20:38+0000,Education (K-12),Quarantines,New York City
2914,2020-03-16T14:44:07+0000,Coronavirus (2019-nCoV),Pregnancy and Childbirth,Parenting
2915,2020-03-16T09:00:08+0000,"Murders, Attempted Murders and Homicides","Bolsonaro, Jair (1955- )",Brazil
2916,2020-03-16T09:00:08+0000,"Sanders, Bernard",Presidential Election of 2020,Democratic Party
2917,2020-03-17T16:36:12+0000,Politics and Government,Coronavirus (2019-nCoV),Quarantines
2918,2020-03-17T09:00:07+0000,Coronavirus (2019-nCoV),Colleges and Universities,Wellesley College
2919,2020-03-17T21:50:26+0000,Homeless Persons,Families and Family Life,Federal Aid (US)
2920,2020-03-17T18:37:53+0000,Art,Theater,Writing and Writers
2921,2020-03-16T14:44:07+0000,Coronavirus (2019-nCoV),Pregnancy and Childbirth,Parenting
2922,2020-03-16T13:11:20+0000,Shutdowns (Institutional),Quarantines,Coronavirus (2019-nCoV)
2923,2020-03-17T17:24:54+0000,Mammoths (Animals),Bones,ARCHAEOLOGY AND ANTHROPOLOGY
2924,2020-03-16T17:27:36+0000,Animal Behavior,ANIMALS,Monkeys and Apes
2925,2020-03-17T09:00:07+0000,Coronavirus (2019-nCoV),Colleges and Universities,Wellesley College
2926,2020-03-17T21:50:26+0000,Homeless Persons,Families and Family Life,Federal Aid (US)
2927,2020-03-16T09:00:08+0000,"Murders, Attempted Murders and Homicides","Bolsonaro, Jair (1955- )",Brazil
2928,2020-03-17T22:28:36+0000,Restaurants,Shopping and Retail,Food
2929,2020-03-16T09:00:10+0000,Presidential Election of 2020,"Biden, Joseph R Jr",Vice Presidents and Vice Presidency (US)
2930,2020-03-16T09:00:08+0000,"Sanders, Bernard",Presidential Election of 2020,Democratic Party
2931,2020-03-17T22:28:36+0000,Restaurants,Shopping and Retail,Food
2932,2020-03-16T17:27:36+0000,Animal Behavior,ANIMALS,Monkeys and Apes
2933,2020-03-17T17:24:54+0000,Mammoths (Animals),Bones,ARCHAEOLOGY AND ANTHROPOLOGY
2934,2020-03-16T09:00:10+0000,Presidential Election of 2020,"Biden, Joseph R Jr",Vice Presidents and Vice Presidency (US)
2935,2020-03-16T13:11:20+0000,Shutdowns (Institutional),Quarantines,Coronavirus (2019-nCoV)
2936,2020-03-17T09:00:19+0000,Coronavirus (2019-nCoV),Hospitals,New York State
2937,2020-03-15T02:07:07+0000,Politics and Government,Travel Warnings,Coronavirus (2019-nCoV)
2938,2020-03-16T17:07:17+0000,Movies,Television,Podcasts
2939,2020-03-17T13:27:00+0000,Books and Literature,Crossword Puzzles,"Shortz, Will"
2940,2020-03-16T06:32:26+0000,Banking and Financial Institutions,Stocks and Bonds,Interest Rates
2941,2020-03-15T19:00:07+0000,Health Insurance and Managed Care,Law and Legislation,Coronavirus (2019-nCoV)
2942,2020-03-15T21:25:29+0000,United States Economy,Banking and Financial Institutions,Coronavirus (2019-nCoV)
2943,2020-03-15T09:00:11+0000,International Trade and World Market,United States Economy,Economic Conditions and Trends
2944,2020-03-16T00:02:51+0000,"Felipe VI, King of Spain","Juan Carlos I, King of Spain",Spain
2945,2020-03-15T05:08:24+0000,Delays (Transportation),Coronavirus (2019-nCoV),AIRPORTS
2946,2020-03-16T00:53:29+0000,Presidential Election of 2020,Debates (Political),"Biden, Joseph R Jr"
2947,2020-03-15T07:00:07+0000,Presidential Election of 2020,Debates (Political),"Biden, Joseph R Jr"
2948,2020-03-15T22:23:46+0000,Social Media,Coronavirus (2019-nCoV),News and News Media
2949,2020-03-16T06:32:26+0000,Banking and Financial Institutions,Stocks and Bonds,Interest Rates
2950,2020-03-15T18:24:37+0000,Coronavirus (2019-nCoV),Conservative Party (Great Britain),National Institute of Allergy and Infectious Diseases
2951,2020-03-16T09:57:35+0000,Travel Warnings,Banking and Financial Institutions,Shutdowns (Institutional)
2952,2020-03-16T09:00:07+0000,Vaccination and Immunization,Coronavirus (2019-nCoV),Children and Childhood
2953,2020-03-15T09:00:08+0000,Stocks and Bonds,United States Economy,Science and Technology
2954,2020-03-16T09:00:07+0000,Vaccination and Immunization,Coronavirus (2019-nCoV),Children and Childhood
2955,2020-03-15T22:23:46+0000,Social Media,Coronavirus (2019-nCoV),News and News Media
2956,2020-03-16T07:00:13+0000,NCAA Basketball Championships (Men),Basketball (College),University of Dayton
2957,2020-03-15T19:44:06+0000,Presidential Election of 2020,Primaries and Caucuses,New York State
2958,2020-03-16T09:00:10+0000,Sentences (Criminal),Prisons and Prisoners,Criminal Justice
2959,2020-03-15T18:44:09+0000,Coronavirus (2019-nCoV),Cornell University,Colleges and Universities
2960,2020-03-17T01:22:18+0000,Coronavirus (2019-nCoV),Emergency Medical Treatment,Governors (US)
2961,2020-03-17T02:10:05+0000,Television,Better Call Saul (TV Program),AMC (TV Network)
2962,2020-03-17T10:00:06+0000,Politics and Government,Deaths (Fatalities),University of Milan
2963,2020-03-17T02:10:05+0000,Television,Better Call Saul (TV Program),AMC (TV Network)
2964,2020-03-17T01:22:18+0000,Coronavirus (2019-nCoV),Emergency Medical Treatment,Governors (US)
2965,2020-03-16T06:05:54+0000,Afghanistan War (2001- ),Coronavirus (2019-nCoV),Defense and Military Forces
2966,2020-03-16T17:48:52+0000,Tests (Medical),Computers and the Internet,Coronavirus (2019-nCoV)
2967,2020-03-16T18:36:02+0000,United States Politics and Government,Coronavirus (2019-nCoV),Quarantines
2968,2020-03-16T11:18:27+0000,Coronavirus (2019-nCoV),New York State,New York City
2969,2020-03-17T09:01:00+0000,"Kalb, Bess",Books and Literature,Nobody Will Tell You This But Me: A true (as told to me) story (Book)
2970,2020-03-17T22:42:18+0000,Episcopal Church,Women and Girls,Deaths (Obituaries)
2971,2020-03-17T09:00:08+0000,Books and Literature,That Hair (Book),"Pereira de Almeida, Djaimilia"
2972,2020-03-17T09:00:09+0000,Books and Literature,Samsung Group,Lee Jae-yong (1968- )
2973,2020-03-17T09:00:07+0000,Books and Literature,Poetry and Poets,A Certain Clarity: Selected Poems (Book)
2974,2020-03-17T19:21:54+0000,"Manchester Arena Bombing (May, 2017)",Terrorism,"Murders, Attempted Murders and Homicides"
2975,2020-03-16T18:54:21+0000,Coffee,Coffeehouses,Coronavirus (2019-nCoV)
2976,2020-03-17T00:44:10+0000,Coronavirus (2019-nCoV),Quarantines,Parties (Social)
2977,2020-03-17T17:03:38+0000,Hygiene and Cleanliness,Bathrooms and Toilets,Health and Mental Hygiene Department (NYC)
2978,2020-03-16T14:56:41+0000,Computers and the Internet,Antitrust Laws and Competition Issues,Politics and Government
2979,2020-03-17T07:00:10+0000,Metropolitan Transportation Authority,Subways,Transit Systems
2980,2020-03-16T09:00:09+0000,Economic Conditions and Trends,United States Economy,Urban Areas
2981,2020-03-17T09:00:07+0000,Race and Ethnicity,Cincinnati (Ohio),Christians and Christianity
2982,2020-03-17T23:07:56+0000,Coronavirus (2019-nCoV),"Trump, Donald J",United States Politics and Government
2983,2020-03-17T23:46:13+0000,Mortgages,Banking and Financial Institutions,Foreclosures
2984,2020-03-17T16:35:37+0000,"ROSS, ELINOR",Opera,Metropolitan Opera
2985,2020-03-15T23:03:59+0000,Stocks and Bonds,Labor and Jobs,Layoffs and Job Reductions
2986,2020-03-17T22:54:17+0000,Governors (US),Politics and Government,Coronavirus (2019-nCoV)
2987,2020-03-17T09:00:09+0000,Books and Literature,Samsung Group,Lee Jae-yong (1968- )
2988,2020-03-17T09:00:07+0000,Books and Literature,Poetry and Poets,A Certain Clarity: Selected Poems (Book)
2989,2020-03-17T19:21:54+0000,"Manchester Arena Bombing (May, 2017)",Terrorism,"Murders, Attempted Murders and Homicides"
2990,2020-03-17T19:14:48+0000,Prisons and Prisoners,Coronavirus (2019-nCoV),Quarantines
2991,2020-03-17T23:00:10+0000,Boeing 737 Max Groundings and Safety Concerns (2019),Coronavirus (2019-nCoV),Boeing Company
2992,2020-03-17T03:12:28+0000,Horse Racing,Kentucky Derby,Triple Crown (Horse Racing)
2993,2020-03-17T14:00:07+0000,"VanderWaal, Grace",Music,Disney Plus
2994,2020-03-17T22:00:03+0000,Coronavirus (2019-nCoV),Quarantines,Hygiene and Cleanliness
2995,2020-03-17T20:27:44+0000,Tests (Medical),Coronavirus (2019-nCoV),Tents
2996,2020-03-17T19:19:45+0000,Economic Conditions and Trends,Politics and Government,Government Bonds
2997,2020-03-16T19:52:40+0000,Cookware,Kitchens,Dishwashers and Dishwashing
2998,2020-03-17T16:35:37+0000,"ROSS, ELINOR",Opera,Metropolitan Opera
2999,2020-03-15T23:03:59+0000,Stocks and Bonds,Labor and Jobs,Layoffs and Job Reductions
3000,2020-03-17T23:46:13+0000,Mortgages,Banking and Financial Institutions,Foreclosures
3001,2020-03-17T22:54:17+0000,Governors (US),Politics and Government,Coronavirus (2019-nCoV)
3002,2020-03-17T20:54:25+0000,Coronavirus (2019-nCoV),Shutdowns (Institutional),Social Security (US)
3003,2020-03-17T19:14:48+0000,Prisons and Prisoners,Coronavirus (2019-nCoV),Quarantines
3004,2020-03-17T23:00:10+0000,Boeing 737 Max Groundings and Safety Concerns (2019),Coronavirus (2019-nCoV),Boeing Company
3005,2020-03-17T20:27:44+0000,Tests (Medical),Coronavirus (2019-nCoV),Tents
3006,2020-03-17T16:27:16+0000,Coronavirus (2019-nCoV),Children and Childhood,Asthma
3007,2020-03-17T17:00:35+0000,Coronavirus (2019-nCoV),Quarantines,Children and Childhood
3008,2020-03-17T20:27:44+0000,Tests (Medical),Coronavirus (2019-nCoV),Tents
3009,2020-03-17T22:47:04+0000,Fever,Pain-Relieving Drugs,Coronavirus (2019-nCoV)
3010,2020-03-17T17:00:37+0000,Basketball (College),Draft and Recruitment (Sports),"Dawkins, Christian"
3011,2020-03-15T18:20:25+0000,Food,Coronavirus (2019-nCoV),Supermarkets and Grocery Stores
3012,2020-03-16T14:21:42+0000,"Murders, Attempted Murders and Homicides",Springfield (Mo),Attacks on Police
3013,2020-03-17T03:12:28+0000,Horse Racing,Kentucky Derby,Triple Crown (Horse Racing)
3014,2020-03-17T10:00:06+0000,Politics and Government,Deaths (Fatalities),University of Milan
3015,2020-03-15T09:35:01+0000,"Fishing, Commercial",Great Britain Withdrawal from EU (Brexit),English Channel
3016,2020-03-17T01:22:18+0000,Coronavirus (2019-nCoV),Emergency Medical Treatment,Governors (US)
3017,2020-03-16T17:48:52+0000,Tests (Medical),Computers and the Internet,Coronavirus (2019-nCoV)
3018,2020-03-17T09:00:24+0000,Economic Conditions and Trends,Banking and Financial Institutions,United States Economy
3019,2020-03-16T18:36:02+0000,United States Politics and Government,Coronavirus (2019-nCoV),Quarantines
3020,2020-03-16T11:18:27+0000,Coronavirus (2019-nCoV),New York State,New York City
3021,2020-03-17T09:01:00+0000,"Kalb, Bess",Books and Literature,Nobody Will Tell You This But Me: A true (as told to me) story (Book)
3022,2020-03-17T17:08:33+0000,Primaries and Caucuses,ABSENTEE VOTING,Presidential Election of 2020
3023,2020-03-17T15:55:38+0000,Tennis,French Open (Tennis),Coronavirus (2019-nCoV)
3024,2020-03-15T18:20:25+0000,Food,Coronavirus (2019-nCoV),Supermarkets and Grocery Stores
3025,2020-03-16T14:21:42+0000,"Murders, Attempted Murders and Homicides",Springfield (Mo),Attacks on Police
3026,2020-03-17T14:00:18+0000,Dancing,Flamenco (Dance),"Linan, Manuel"
3027,2020-03-17T09:00:14+0000,Masks,Protective Clothing and Gear,Fashion and Apparel
3028,2020-03-17T17:00:37+0000,Basketball (College),Draft and Recruitment (Sports),"Dawkins, Christian"
3029,2020-03-17T13:02:52+0000,Football,Free Agents (Sports),New England Patriots
3030,2020-03-17T09:00:14+0000,Masks,Protective Clothing and Gear,Fashion and Apparel
3031,2020-03-15T23:00:07+0000,Cooking and Cookbooks,Cookware,Coronavirus (2019-nCoV)
3032,2020-03-17T09:00:21+0000,Coronavirus (2019-nCoV),Delivery Services,Wages and Salaries
3033,2020-03-17T13:02:52+0000,Football,Free Agents (Sports),New England Patriots
3034,2020-03-17T18:12:32+0000,Movies,Pop and Rock Music,"Pegg, Simon"
3035,2020-03-16T09:00:24+0000,ARCHITECTURE,Tables,Interior Design and Furnishings
3036,2020-03-16T17:38:07+0000,Funerals and Memorials,Quarantines,Deaths (Fatalities)
3037,2020-03-17T21:30:19+0000,Coronavirus (2019-nCoV),Children and Childhood,Babies and Infants
3038,2020-03-17T23:49:14+0000,Coronavirus (2019-nCoV),United States Politics and Government,"Trump, Donald J"
3039,2020-03-17T22:57:48+0000,Coronavirus (2019-nCoV),September 11 (2001),Epidemics
3040,2020-03-15T23:09:04+0000,United States Politics and Government,Coronavirus (2019-nCoV),"Trump, Donald J"
3041,2020-03-17T16:27:16+0000,Coronavirus (2019-nCoV),Children and Childhood,Asthma
3042,2020-03-15T18:20:25+0000,Food,Coronavirus (2019-nCoV),Supermarkets and Grocery Stores
3043,2020-03-16T14:21:42+0000,"Murders, Attempted Murders and Homicides",Springfield (Mo),Attacks on Police
3044,2020-03-17T14:00:18+0000,Dancing,Flamenco (Dance),"Linan, Manuel"
3045,2020-03-16T16:27:41+0000,Coronavirus (2019-nCoV),Recession and Depression,Agriculture and Farming
3046,2020-03-17T04:11:25+0000,Coronavirus (2019-nCoV),Quarantines,Kentucky Derby
3047,2020-03-17T22:26:44+0000,Coronavirus (2019-nCoV),Shutdowns (Institutional),United States Politics and Government
3048,2020-03-15T09:59:00+0000,"Brodesser-Akner, Taffy","Hanks, Tom",Coronavirus (2019-nCoV)
3049,2020-03-16T13:09:01+0000,Dancing,Philanthropy,Gambling
3050,2020-03-17T16:20:29+0000,Coronavirus (2019-nCoV),Pregnancy and Childbirth,Quarantines
3051,2020-03-16T15:45:58+0000,Telecommuting,Computers and the Internet,Wireless Communications
3052,2020-03-17T09:00:13+0000,Books and Literature,Suncatcher (Book),"Gunesekera, Romesh"
3053,2020-03-17T21:32:10+0000,Presidential Election of 2020,Primaries and Caucuses,"Sanders, Bernard"
3054,2020-03-16T22:28:44+0000,Shutdowns (Institutional),Quarantines,Coronavirus (2019-nCoV)
3055,2020-03-16T22:28:44+0000,Shutdowns (Institutional),Quarantines,Coronavirus (2019-nCoV)
3056,2020-03-16T13:09:01+0000,Dancing,Philanthropy,Gambling
3057,2020-03-15T09:59:00+0000,"Brodesser-Akner, Taffy","Hanks, Tom",Coronavirus (2019-nCoV)
3058,2020-03-15T21:05:33+0000,Shutdowns (Institutional),Education (K-12),Children and Childhood
3059,2020-03-16T09:30:01+0000,"Biden, Joseph R Jr","Sanders, Bernard",Democratic Party
3060,2020-03-16T01:56:37+0000,Presidential Election of 2020,Debates (Political),Democratic Party
3061,2020-03-16T15:08:05+0000,Coronavirus (2019-nCoV),Supreme Court (US),United States Politics and Government
3062,2020-03-16T09:00:11+0000,Russian Interference in 2016 US Elections and Ties to Trump Associates,Cyberwarfare and Defense,Espionage and Intelligence Services
3063,2020-03-16T21:23:38+0000,Presidential Election of 2020,Debates (Political),Ratings (Audience Measurement)
3064,2020-03-15T18:15:56+0000,Farmers' Markets,Coronavirus (2019-nCoV),Santa Monica (Calif)
3065,2020-03-15T07:00:04+0000,"Biden, Joseph R Jr","Sanders, Bernard",Democratic Party
3066,2020-03-16T01:03:48+0000,"Sanders, Bernard","Biden, Joseph R Jr",Hygiene and Cleanliness
3067,2020-03-15T12:00:08+0000,Presidential Election of 2020,Debates (Political),Primaries and Caucuses
3068,2020-03-16T00:03:21+0000,Coronavirus (2019-nCoV),Quarantines,Federal Emergency Management Agency
3069,2020-03-15T18:01:57+0000,Coronavirus (2019-nCoV),United States Economy,Dodd-Frank Wall Street Reform and Consumer Protection Act (2010)
3070,2020-03-15T22:54:12+0000,Basketball,Oklahoma City Thunder,"Gallinari, Danilo"
3071,2020-03-15T23:00:08+0000,NCAA Basketball Championships (Men),Basketball,Baseball
3072,2020-03-15T09:00:31+0000,ARIZONA,Economic Conditions and Trends,Labor and Jobs
3073,2020-03-16T09:30:01+0000,"Biden, Joseph R Jr","Sanders, Bernard",Democratic Party
3074,2020-03-16T01:56:37+0000,Presidential Election of 2020,Debates (Political),Democratic Party
3075,2020-03-15T21:05:33+0000,Shutdowns (Institutional),Education (K-12),Children and Childhood
3076,2020-03-15T07:00:04+0000,"Biden, Joseph R Jr","Sanders, Bernard",Democratic Party
3077,2020-03-15T23:56:11+0000,Coronavirus (2019-nCoV),Homeless Persons,Elderly
3078,2020-03-16T01:03:48+0000,"Sanders, Bernard","Biden, Joseph R Jr",Hygiene and Cleanliness
3079,2020-03-15T21:02:55+0000,Shutdowns (Institutional),Coronavirus (2019-nCoV),Bars and Nightclubs
3080,2020-03-15T22:04:20+0000,"Flynn, Michael T","Trump, Donald J","Amnesties, Commutations and Pardons"
3081,2020-03-15T17:14:20+0000,Politics and Government,Coronavirus (2019-nCoV),Epidemics
3082,2020-03-15T09:05:45+0000,Israel,Politics and Government,Coronavirus (2019-nCoV)
3083,2020-03-15T21:02:55+0000,Shutdowns (Institutional),Coronavirus (2019-nCoV),Bars and Nightclubs
3084,2020-03-15T22:04:20+0000,"Flynn, Michael T","Trump, Donald J","Amnesties, Commutations and Pardons"
3085,2020-03-16T07:00:09+0000,Race and Ethnicity,Suits and Litigation (Civil),Discrimination
3086,2020-03-15T09:00:31+0000,ARIZONA,Economic Conditions and Trends,Labor and Jobs
3087,2020-03-16T07:00:12+0000,Presidential Election of 2020,Florida,"Biden, Joseph R Jr"
3088,2020-03-15T23:00:08+0000,NCAA Basketball Championships (Men),Basketball,Baseball
3089,2020-03-17T00:21:47+0000,Surveillance of Citizens by Government,Foreign Intelligence Surveillance Act (FISA),Wiretapping and Other Eavesdropping Devices and Methods
3090,2020-03-16T21:41:13+0000,Television,Athletics and Sports,NCAA Basketball Championships (Men)
3091,2020-03-16T21:41:13+0000,Television,Athletics and Sports,NCAA Basketball Championships (Men)
3092,2020-03-16T01:02:48+0000,United States Economy,Quantitative Easing,Federal Reserve System
